,player_id,season,team_id,market_value,player_name,birthdate,height,main_position,national_team,foot,age,agent_name,assists,yellow_cards,red_cards,injury,player_app,goals,own_goals
29,50202,2015,631,65000000.0,Eden Hazard,1991-01-07,175.0,Left Winger,Belgium,right,32.0,Unknown,5.0,2.0,0.0,7.0,39.0,4.0,
30,52769,2015,631,32000000.0,Willian,1988-08-09,175.0,Left Winger,Brazil,right,34.0,Unknown,10.0,5.0,0.0,0.0,43.0,10.0,
31,281404,2015,631,8000000.0,Kenedy,1996-02-08,182.0,Left Winger,Brazil U23,left,27.0,Unknown,0.0,,,0.0,16.0,1.0,
32,65278,2015,631,23000000.0,Pedro,1987-07-28,167.0,Right Winger,Spain,both,35.0,Unknown,3.0,4.0,0.0,10.0,70.0,7.0,
33,131996,2015,631,4000000.0,Bertrand Traore,1995-09-06,181.0,Right Winger,Burkina Faso,left,27.0,CAA Stellar,1.0,,,1.0,12.0,2.0,
34,44779,2015,631,45000000.0,Diego Costa,1988-10-07,186.0,Centre-Forward,Spain,right,34.0,Unknown,10.0,9.0,0.0,7.0,29.0,14.0,
35,39152,2015,631,23000000.0,Radamel Falcao,1986-02-10,177.0,Centre-Forward,Colombia,right,37.0,Gestifute,0.0,1.0,0.0,24.0,10.0,1.0,
36,37579,2015,631,11000000.0,Alexandre Pato,1989-09-02,180.0,Centre-Forward,Brazil,right,33.0,Unknown,0.0,,,6.0,2.0,1.0,
37,45121,2015,631,10000000.0,Loic Remy,1987-01-02,185.0,Centre-Forward,France,right,36.0,Unknown,1.0,,,0.0,16.0,1.0,
38,183334,2015,631,5000000.0,Patrick Bamford,1993-09-05,185.0,Centre-Forward,England,left,29.0,CAA Stellar,0.0,,,0.0,35.0,,
39,331726,2015,631,,Tammy Abraham,1997-10-02,194.0,Centre-Forward,England,right,25.0,ROOF,0.0,,,0.0,2.0,,
40,210202,2015,281,,James Horsfield,1995-11-30,178.0,midfield,,right,27.0,Unknown,0.0,,,0.0,0.0,,
41,40204,2015,281,17000000.0,Joe Hart,1987-04-19,196.0,Goalkeeper,England,right,36.0,OmniSports,0.0,,,2.0,47.0,,
42,19948,2015,281,3000000.0,Willy Caballero,1981-09-28,186.0,Goalkeeper,Argentina,right,41.0,Unknown,0.0,,,0.0,5.0,,
43,3120,2015,281,250000.0,Richard Wright,1977-11-05,190.0,Goalkeeper,England,right,45.0,CAA Stellar,0.0,,,0.0,0.0,,
44,54781,2015,281,32000000.0,Nicolas Otamendi,1988-02-12,183.0,Centre-Back,Argentina,right,35.0,Gestifute,0.0,12.0,0.0,1.0,42.0,1.0,
45,9594,2015,281,30000000.0,Vincent Kompany,1986-04-10,190.0,Centre-Back,Belgium,right,37.0,Unknown,0.0,5.0,0.0,25.0,16.0,2.0,
46,90681,2015,281,23000000.0,Eliaquim Mangala,1991-02-13,187.0,Centre-Back,France,left,32.0,Unknown,0.0,,,0.0,,,
47,277114,2015,281,4000000.0,Jason Denayer,1995-06-28,184.0,Centre-Back,Belgium,right,27.0,Quadrans,0.0,,,2.0,4.0,,
48,2963,2015,281,2000000.0,Martin Demichelis,1980-12-20,184.0,Centre-Back,Argentina,right,42.0,Unknown,0.0,3.0,0.0,0.0,24.0,1.0,
49,258878,2015,281,,Tosin Adarabioyo,1997-09-24,196.0,Centre-Back,England U19,right,25.0,Unknown,0.0,,,0.0,0.0,,
50,277723,2015,281,,Cameron Humphreys,1998-08-22,187.0,Centre-Back,England U19,right,24.0,YMU Group,0.0,,,0.0,0.0,,
51,46156,2015,281,11000000.0,Aleksandar Kolarov,1985-11-10,187.0,Left-Back,Serbia,left,37.0,Unknown,4.0,3.0,0.0,0.0,35.0,3.0,1.0
52,7449,2015,281,9000000.0,Gael Clichy,1985-07-26,176.0,Left-Back,France,left,37.0,Unknown,1.0,1.0,0.0,13.0,22.0,,
53,277179,2015,281,,Angelino,1997-01-04,171.0,Left-Back,Spain U21,left,26.0,VIDA 11,0.0,,,0.0,0.0,,
54,15956,2015,281,20000000.0,Jesus Navas,1985-11-21,172.0,Right-Back,Spain,right,37.0,Unknown,8.0,3.0,0.0,3.0,44.0,,
55,20007,2015,281,14000000.0,Pablo Zabaleta,1985-01-16,176.0,Right-Back,Argentina,right,38.0,Unknown,1.0,3.0,0.0,15.0,15.0,,
56,26764,2015,281,7000000.0,Bacary Sagna,1983-02-14,176.0,Right-Back,France,right,40.0,Unknown,3.0,5.0,0.0,1.0,39.0,,
57,251876,2015,281,100000.0,Pablo Maffeo,1997-07-12,172.0,Right-Back,Spain U21,right,25.0,Promoesport,0.0,,,0.0,0.0,,
58,26267,2015,281,28000000.0,Fernandinho,1985-05-04,179.0,Defensive Midfield,Brazil,right,38.0,Unknown,6.0,11.0,0.0,2.0,45.0,4.0,
59,51174,2015,281,16000000.0,Fernando,1987-07-25,183.0,Defensive Midfield,Brazil U20,right,35.0,Unknown,2.0,5.0,0.0,8.0,34.0,2.0,1.0
60,114365,2015,281,500000.0,Luke Brattan,1990-03-08,175.0,Defensive Midfield,Australia,right,33.0,Unknown,0.0,,,0.0,,,
61,181498,2015,281,500000.0,George Evans,1994-12-13,184.0,Defensive Midfield,England U19,right,28.0,Wasserman,0.0,,,0.0,0.0,,
62,201570,2015,281,,George Glendon,1995-05-03,177.0,Defensive Midfield,England U17,right,28.0,Unknown,0.0,,,0.0,0.0,,
63,13091,2015,281,20000000.0,Yaya Toure,1983-05-13,188.0,Central Midfield,Ivory Coast,right,40.0,Unknown,7.0,3.0,0.0,8.0,42.0,7.0,
64,50362,2015,281,10000000.0,Fabian Delph,1989-11-21,174.0,Central Midfield,England,left,33.0,Wasserman,0.0,,,22.0,22.0,2.0,
65,261504,2015,281,,Aleix Garcia,1997-06-28,173.0,Central Midfield,Spain U21,right,25.0,Unknown,0.0,,,0.0,0.0,,
66,88755,2015,281,60000000.0,Kevin De Bruyne,1991-06-28,181.0,Attacking Midfield,Belgium,right,31.0,Unknown,9.0,3.0,0.0,20.0,74.0,10.0,
67,35518,2015,281,33000000.0,David Silva,1986-01-08,170.0,Attacking Midfield,Spain,left,37.0,Unknown,12.0,2.0,0.0,18.0,32.0,4.0,
68,18935,2015,281,21000000.0,Samir Nasri,1987-06-26,177.0,Attacking Midfield,France,right,35.0,DOUBLE DIAMOND ...,3.0,3.0,0.0,28.0,13.0,2.0,
69,229695,2015,281,,Bersant Celina,1996-09-09,181.0,Attacking Midfield,Kosovo,right,26.0,LIAN Sports Group,1.0,,,0.0,1.0,,
70,277118,2015,281,,Manu Garcia,1998-01-02,169.0,Attacking Midfield,Spain,right,25.0,Unknown,0.0,,,8.0,1.0,,
71,134425,2015,281,45000000.0,Raheem Sterling,1994-12-08,170.0,Left Winger,England,right,28.0,Unknown,4.0,1.0,0.0,5.0,41.0,9.0,
72,214927,2015,281,,Brandon Barker,1996-10-04,180.0,Left Winger,England U20,right,26.0,Unknown,0.0,,,0.0,0.0,,
73,225452,2015,281,5000000.0,Patrick Roberts,1997-02-05,167.0,Right Winger,England U20,left,26.0,Unknown,0.0,,,0.0,1.0,,
74,26399,2015,281,60000000.0,Sergio Aguero,1988-06-02,173.0,Centre-Forward,Argentina,right,34.0,Eleven Talent Group,2.0,1.0,0.0,9.0,39.0,26.0,
75,81808,2015,281,23000000.0,Wilfried Bony,1988-12-10,183.0,Centre-Forward,Ivory Coast,right,34.0,Unknown,6.0,2.0,0.0,10.0,31.0,7.0,
76,295330,2015,281,5000000.0,Kelechi Iheanacho,1996-10-03,185.0,Centre-Forward,Nigeria,left,26.0,Unknown,2.0,1.0,0.0,1.0,30.0,8.0,
77,272624,2015,281,,David Faupala,1997-02-11,185.0,Centre-Forward,France U18,right,26.0,Unknown,0.0,,,0.0,0.0,,
78,5658,2015,11,12000000.0,Petr Cech,1982-05-20,196.0,Goalkeeper,Czechia,left,41.0,Unknown,0.0,,,3.0,39.0,,
79,73396,2015,11,8000000.0,David Ospina,1988-08-31,183.0,Goalkeeper,Colombia,right,34.0,Unknown,0.0,,,4.0,7.0,,1.0
80,111873,2015,11,1500000.0,Emiliano Martinez,1992-09-02,195.0,Goalkeeper,Argentina,right,30.0,Universal Twenty Two,0.0,,,0.0,0.0,,
81,220491,2015,11,500000.0,Matt Macey,1994-09-09,201.0,Goalkeeper,,right,28.0,Unknown,0.0,,,0.0,0.0,,
82,76277,2015,11,22000000.0,Laurent Koscielny,1985-09-10,186.0,Centre-Back,France,right,37.0,Unknown,0.0,4.0,0.0,3.0,40.0,4.0,
83,6710,2015,11,13000000.0,Per Mertesacker,1984-09-29,200.0,Centre-Back,Germany,right,38.0,ROOF,0.0,1.0,1.0,4.0,30.0,,
84,149498,2015,11,12000000.0,Gabriel Paulista,1990-11-26,187.0,Centre-Back,Brazil,right,32.0,Unknown,0.0,6.0,1.0,1.0,25.0,1.0,
85,215118,2015,11,12000000.0,Calum Chambers,1995-01-20,182.0,Centre-Back,England,right,28.0,Unknown,0.0,2.0,0.0,0.0,15.0,,1.0
86,27306,2015,11,7500000.0,Mathieu Debuchy,1985-07-28,177.0,Centre-Back,France,right,37.0,Unknown,0.0,1.0,0.0,8.0,25.0,,
87,43003,2015,11,15000000.0,Nacho Monreal,1986-02-26,179.0,Left-Back,Spain,left,37.0,Unknown,4.0,3.0,0.0,0.0,43.0,,
88,44792,2015,11,13000000.0,Kieran Gibbs,1989-09-26,181.0,Left-Back,England,left,33.0,Unknown,0.0,,,0.0,19.0,1.0,
89,191217,2015,11,18000000.0,Hector Bellerin,1995-03-19,178.0,Right-Back,Spain,right,28.0,Goal Management,6.0,3.0,0.0,2.0,32.0,1.0,
90,126321,2015,11,9000000.0,Carl Jenkinson,1992-02-08,185.0,Right-Back,England,right,31.0,Unknown,0.0,3.0,1.0,1.0,20.0,2.0,1.0
91,74869,2015,11,12000000.0,Francis Coquelin,1991-05-13,177.0,Defensive Midfield,France U21,right,32.0,Unknown,0.0,7.0,0.0,8.0,27.0,,
92,160438,2015,11,6000000.0,Mohamed Elneny,1992-07-11,179.0,Defensive Midfield,Egypt,right,30.0,Unknown,1.0,3.0,0.0,0.0,12.0,1.0,
93,17396,2015,11,4000000.0,Mathieu Flamini,1984-03-07,178.0,Defensive Midfield,France,right,39.0,Unknown,0.0,3.0,0.0,6.0,20.0,,
94,287247,2015,11,1500000.0,Krystian Bielik,1998-01-04,189.0,Defensive Midfield,Poland,right,25.0,Unknown,0.0,,,0.0,0.0,,
95,206225,2015,11,500000.0,Isaac Hayden,1995-03-22,187.0,Defensive Midfield,England U21,right,28.0,Unique Sports Group,0.0,,,0.0,,,
96,351816,2015,11,100000.0,Ismael Bennacer,1997-12-01,175.0,Defensive Midfield,Algeria,left,25.0,Unknown,0.0,,,0.0,0.0,,
97,242632,2015,11,,Glen Kamara,1995-10-28,183.0,Defensive Midfield,Finland,right,27.0,Unknown,0.0,,,0.0,0.0,,
98,314384,2015,11,,Ben Sheaf,1998-02-05,185.0,Defensive Midfield,England U18,right,25.0,Unknown,0.0,,,0.0,0.0,,
99,50057,2015,11,30000000.0,Aaron Ramsey,1990-12-26,178.0,Central Midfield,Wales,right,32.0,Unknown,5.0,5.0,0.0,7.0,36.0,5.0,
100,15799,2015,11,24000000.0,Santi Cazorla,1984-12-13,168.0,Central Midfield,Spain,both,38.0,Unknown,4.0,4.0,0.0,22.0,20.0,,
101,74223,2015,11,23000000.0,Jack Wilshere,1992-01-01,172.0,Central Midfield,England,left,31.0,Wasserman,0.0,,,39.0,3.0,,
102,143424,2015,11,20000000.0,Alex Oxlade Chamberlain,1993-08-15,175.0,Central Midfield,England,right,29.0,Unknown,1.0,,,15.0,27.0,1.0,
103,7451,2015,11,2000000.0,Mikel Arteta,1982-03-26,177.0,Central Midfield,Spain U21,right,41.0,Unknown,1.0,1.0,0.0,12.0,10.0,,1.0
104,35664,2015,11,50000000.0,Mesut Ozil,1988-10-15,180.0,Attacking Midfield,Germany,left,34.0,Unknown,19.0,6.0,0.0,2.0,43.0,8.0,
105,132,2015,11,1000000.0,Tomas Rosicky,1980-10-04,179.0,Attacking Midfield,Czechia,both,42.0,Int. Sport ...,0.0,,,38.0,0.0,,
106,242631,2015,11,1000000.0,Alex Iwobi,1996-05-03,183.0,Attacking Midfield,Nigeria,right,27.0,Unknown,2.0,,,0.0,15.0,2.0,
107,326300,2015,11,1000000.0,Jeff Reine Adelaide,1998-01-17,184.0,Attacking Midfield,France U21,right,25.0,Concept Sport Agency,0.0,,,6.0,0.0,,
108,193593,2015,11,750000.0,Jon Toral,1995-02-05,184.0,Attacking Midfield,Spain U17,left,28.0,Unknown,0.0,,,0.0,,,
109,314341,2015,11,,Chris Willock,1998-01-31,178.0,Left Winger,England U20,right,25.0,Unknown,0.0,,,0.0,0.0,,
110,33713,2015,11,25000000.0,Theo Walcott,1989-03-16,175.0,Right Winger,England,both,34.0,Wasserman,4.0,,,2.0,16.0,7.0,
111,131248,2015,11,8000000.0,Joel Campbell,1992-06-26,178.0,Right Winger,Costa Rica,left,30.0,Unknown,5.0,2.0,0.0,0.0,19.0,3.0,
112,159471,2015,11,3000000.0,Serge Gnabry,1995-07-14,176.0,Right Winger,Germany,right,27.0,ROOF,0.0,,,0.0,1.0,,
113,121990,2015,11,2000000.0,Wellington Silva,1993-01-06,170.0,Right Winger,Brazil U17,right,30.0,Unknown,0.0,,,0.0,,,
114,40433,2015,11,55000000.0,Alexis Sanchez,1988-12-19,169.0,Centre-Forward,Chile,right,34.0,Fernando Felicevich,10.0,3.0,0.0,9.0,37.0,16.0,
115,82442,2015,11,25000000.0,Olivier Giroud,1986-09-30,192.0,Centre-Forward,France,left,36.0,Unknown,6.0,7.0,0.0,0.0,19.0,21.0,1.0
116,67063,2015,11,17000000.0,Danny Welbeck,1990-11-26,185.0,Centre-Forward,England,right,32.0,Unknown,2.0,1.0,0.0,31.0,13.0,4.0,
117,127194,2015,11,1500000.0,Yaya Sanogo,1993-01-27,194.0,Centre-Forward,France U21,right,30.0,Unknown,0.0,,,0.0,,,
118,197642,2015,11,1000000.0,Chuba Akpom,1995-10-09,186.0,Centre-Forward,England U21,right,27.0,Unknown,0.0,,,0.0,,,
119,59377,2015,985,40000000.0,David De Gea,1990-11-07,189.0,Goalkeeper,Spain,right,32.0,Unknown,0.0,,,0.0,40.0,,1.0
120,30690,2015,985,5000000.0,Sergio Romero,1987-02-22,192.0,Goalkeeper,Argentina,right,36.0,CAA Stellar,0.0,,,0.0,3.0,,
121,7589,2015,985,3500000.0,Victor Valdes,1982-01-14,183.0,Goalkeeper,Spain,right,41.0,Unknown,0.0,,,0.0,,,
122,110864,2015,985,250000.0,Sam Johnstone,1993-03-25,193.0,Goalkeeper,England,right,30.0,Unique Sports Group,0.0,,,0.0,0.0,,
123,192611,2015,985,,Joel Pereira,1996-06-28,189.0,Goalkeeper,Portugal U21,right,26.0,Unknown,0.0,,,0.0,0.0,,
124,258919,2015,985,,Dean Henderson,1997-03-12,188.0,Goalkeeper,England,right,26.0,CAA Stellar,0.0,,,0.0,0.0,,
125,103427,2015,985,20000000.0,Chris Smalling,1989-11-22,194.0,Centre-Back,England,right,33.0,OmniSports,0.0,9.0,0.0,2.0,41.0,1.0,1.0
126,93176,2015,985,18000000.0,Marcos Rojo,1990-03-20,186.0,Centre-Back,Argentina,left,33.0,CAA Stellar,1.0,3.0,0.0,20.0,20.0,,
127,117996,2015,985,15000000.0,Phil Jones,1992-02-21,185.0,Centre-Back,England,right,31.0,Wasserman,0.0,,,21.0,12.0,,
128,167268,2015,985,4500000.0,Paddy Mcnair,1995-04-27,183.0,Centre-Back,N. Ireland,right,28.0,Unknown,0.0,,,5.0,7.0,,
129,314388,2015,985,,Ro Shaun Williams,1998-09-03,184.0,Centre-Back,Grenada,right,24.0,Unknown,0.0,,,0.0,0.0,,
130,342046,2015,985,,Axel Tuanzebe,1997-11-14,185.0,Centre-Back,England U21,right,25.0,Unknown,0.0,,,0.0,0.0,,
131,183288,2015,985,21000000.0,Luke Shaw,1995-07-12,178.0,Left-Back,England,left,27.0,CAA Stellar,1.0,1.0,0.0,36.0,3.0,,
132,12282,2015,985,19000000.0,Daley Blind,1990-03-09,180.0,Left-Back,Netherlands,left,33.0,SEG,1.0,2.0,0.0,0.0,36.0,1.0,
133,258879,2015,985,1500000.0,Cameron Borthwick Jackson,1997-02-02,189.0,Left-Back,England U20,left,26.0,Unknown,1.0,,,3.0,5.0,,
134,134414,2015,985,1000000.0,Tyler Blackett,1994-04-02,183.0,Left-Back,England U21,left,29.0,Unknown,0.0,,,0.0,,,
135,54906,2015,985,15000000.0,Matteo Darmian,1989-12-02,183.0,Right-Back,Italy,right,33.0,Unknown,0.0,9.0,0.0,3.0,17.0,1.0,
136,14086,2015,985,10000000.0,Ashley Young,1985-07-09,175.0,Right-Back,England,both,37.0,Unknown,3.0,6.0,0.0,7.0,22.0,1.0,
137,33544,2015,985,8000000.0,Antonio Valencia,1985-08-04,180.0,Right-Back,Ecuador,right,37.0,JP PACHON SPORTS,4.0,1.0,0.0,22.0,17.0,,
138,188862,2015,985,500000.0,Guillermo Varela,1993-03-24,173.0,Right-Back,Uruguay,right,30.0,Unknown,0.0,2.0,0.0,0.0,5.0,,
139,179451,2015,985,,Donald Love,1994-12-02,178.0,Right-Back,Scotland U21,right,28.0,Unknown,0.0,,,3.0,1.0,,
140,315131,2015,985,,Timothy Fosu Mensah,1998-01-02,185.0,Right-Back,Netherlands,right,25.0,Unknown,1.0,1.0,0.0,0.0,2.0,,
141,340194,2015,985,,Regan Poole,1998-06-18,180.0,Right-Back,Wales U21,right,24.0,Unknown,0.0,,,0.0,0.0,,
142,56818,2015,985,30000000.0,Morgan Schneiderlin,1989-11-08,186.0,Defensive Midfield,France,right,33.0,Unknown,0.0,4.0,0.0,1.0,32.0,1.0,
143,3878,2015,985,4000000.0,Michael Carrick,1981-07-28,189.0,Defensive Midfield,England,right,41.0,Unknown,0.0,4.0,0.0,0.0,30.0,,
144,387036,2015,985,,Joe Riley,1996-12-06,176.0,Defensive Midfield,,right,26.0,Unknown,0.0,,,0.0,0.0,,
145,99343,2015,985,28000000.0,Ander Herrera,1989-08-14,182.0,Central Midfield,Spain,right,33.0,AC Talent,2.0,5.0,0.0,3.0,21.0,3.0,
146,39679,2015,985,15000000.0,Marouane Fellaini,1987-11-22,194.0,Central Midfield,Belgium,right,35.0,Unknown,1.0,3.0,0.0,8.0,23.0,1.0,
147,2514,2015,985,12000000.0,Bastian Schweinsteiger,1984-08-01,,Central Midfield,Germany,,38.0,BS Family Office,1.0,4.0,0.0,13.0,9.0,1.0,
148,183293,2015,985,100000.0,Joe Rothwell,1995-01-11,185.0,Central Midfield,England U20,right,28.0,Unknown,0.0,,,0.0,0.0,,
149,251058,2015,985,,James Weir,1995-08-04,177.0,Central Midfield,England U19,right,27.0,Unknown,0.0,,,0.0,1.0,,
150,289843,2015,985,,Sean Goss,1995-10-01,179.0,Central Midfield,N. Ireland,left,27.0,Unknown,0.0,,,0.0,0.0,,
151,44068,2015,985,34000000.0,Juan Mata,1988-04-28,170.0,Attacking Midfield,Spain,left,35.0,Unknown,9.0,6.0,0.0,0.0,43.0,7.0,
152,141660,2015,985,5000000.0,Jesse Lingard,1992-12-15,174.0,Attacking Midfield,England,right,30.0,Unknown,2.0,5.0,0.0,0.0,29.0,4.0,
153,203394,2015,985,2000000.0,Andreas Pereira,1996-01-01,178.0,Attacking Midfield,Brazil,right,27.0,Unknown,0.0,2.0,0.0,0.0,1.0,,
154,134424,2015,985,1500000.0,Nick Powell,1994-03-23,183.0,Attacking Midfield,England U21,both,29.0,Unknown,0.0,,,7.0,2.0,,
155,258923,2015,985,6000000.0,Marcus Rashford,1997-10-31,185.0,Left Winger,England,right,25.0,Unknown,2.0,,,0.0,11.0,5.0,
156,177847,2015,985,7000000.0,Adnan Januzaj,1995-02-05,186.0,Right Winger,Belgium,left,28.0,Rafaela Pimenta,0.0,1.0,0.0,6.0,14.0,1.0,
157,3332,2015,985,35000000.0,Wayne Rooney,1985-10-24,176.0,Centre-Forward,England,right,37.0,Unknown,6.0,4.0,0.0,9.0,25.0,9.0,
158,182877,2015,985,32000000.0,Anthony Martial,1995-12-05,181.0,Centre-Forward,France,right,27.0,Unknown,5.0,3.0,0.0,1.0,53.0,13.0,
159,167850,2015,985,25000000.0,Memphis Depay,1994-02-13,178.0,Centre-Forward,Netherlands,right,29.0,TEAM DEPAY,1.0,3.0,0.0,0.0,35.0,3.0,
160,50935,2015,985,18000000.0,Chicharito,1988-06-01,175.0,Centre-Forward,Mexico,right,34.0,Unknown,0.0,,,4.0,68.0,5.0,
161,214104,2015,985,2000000.0,James Wilson,1995-12-01,183.0,Centre-Forward,England U21,left,27.0,YMU Group,0.0,,,0.0,1.0,,
162,118535,2015,985,1000000.0,Will Keane,1993-01-11,188.0,Centre-Forward,Ireland,right,30.0,Unknown,0.0,,,3.0,0.0,,
163,50219,2015,31,12000000.0,Simon Mignolet,1988-03-06,193.0,Goalkeeper,Belgium,right,35.0,Unknown,0.0,2.0,0.0,0.0,34.0,,
164,55247,2015,31,2000000.0,Adam Bogdan,1987-09-27,194.0,Goalkeeper,Hungary,right,35.0,Wasserman,0.0,,,0.0,2.0,,
165,203026,2015,31,1500000.0,Danny Ward,1993-06-22,191.0,Goalkeeper,Wales,right,29.0,CAA Stellar,0.0,,,0.0,2.0,,
166,243591,2015,31,100000.0,Lawrence Vigouroux,1993-11-19,194.0,Goalkeeper,Chile,right,29.0,Refuel Performance ...,0.0,,,0.0,,,
167,193861,2015,31,,Ryan Fulton,1996-05-23,191.0,Goalkeeper,Scotland U21,right,27.0,Unknown,0.0,,,0.0,0.0,,
168,47713,2015,31,18000000.0,Mamadou Sakho,1990-02-13,187.0,Centre-Back,France,left,33.0,Unknown,0.0,1.0,0.0,9.0,22.0,1.0,
169,37838,2015,31,13000000.0,Dejan Lovren,1989-07-05,188.0,Centre-Back,Croatia,right,33.0,ROOF,0.0,2.0,0.0,8.0,24.0,,
170,24180,2015,31,10000000.0,Martin Skrtel,1984-12-15,191.0,Centre-Back,Slovakia,right,38.0,Unknown,0.0,5.0,0.0,9.0,22.0,1.0,1.0
171,121280,2015,31,7500000.0,Steven Caulker,1991-12-29,191.0,Centre-Back,Sierra Leone,right,31.0,Unknown,0.0,,,0.0,9.0,,
172,177859,2015,31,4000000.0,Tiago Ilori,1993-02-26,190.0,Centre-Back,Portugal U21,right,30.0,Proeleven S.A.,0.0,,,0.0,0.0,,
173,256178,2015,31,3500000.0,Joe Gomez,1997-05-23,188.0,Centre-Back,England,right,26.0,Wasserman,1.0,3.0,0.0,30.0,5.0,,
174,3202,2015,31,2000000.0,Kolo Toure,1981-03-19,178.0,Centre-Back,Ivory Coast,right,42.0,Unknown,0.0,1.0,0.0,2.0,9.0,1.0,
175,264193,2015,31,,Dan Cleary,1996-03-09,182.0,Centre-Back,Ireland U21,right,27.0,YMU Group,0.0,,,0.0,0.0,,
176,293784,2015,31,,Conor Masterson,1998-09-08,185.0,Centre-Back,Ireland U21,right,24.0,CAA Stellar,0.0,,,0.0,0.0,,
