,player_id,player_name,birthdate,height,main_position,national_team,foot
53,20007,pablo-zabaleta,1985-01-16,176 ,Right-Back,Argentina,right
54,277179,angelino,1997-01-04,171 ,Left-Back,Spain U21,left
55,26764,bacary-sagna,1983-02-14,176 ,Right-Back,France,right
56,15956,jesus-navas,1985-11-21,172 ,Right-Back,Spain,right
57,251876,pablo-maffeo,1997-07-12,172 ,Right-Back,Spain U21,right
58,51174,fernando,1987-07-25,183 ,Defensive Midfield,Brazil U20,right
59,181498,george-evans,1994-12-13,184 ,Defensive Midfield,England U19,right
60,26267,fernandinho,1985-05-04,179 ,Defensive Midfield,Brazil,right
61,201570,george-glendon,1995-05-03,177 ,Defensive Midfield,England U17,right
62,114365,luke-brattan,1990-03-08,175 ,Defensive Midfield,Australia,right
63,13091,yaya-toure,1983-05-13,188 ,Central Midfield,Ivory Coast,right
64,50362,fabian-delph,1989-11-21,174 ,Central Midfield,England,left
65,88755,kevin-de-bruyne,1991-06-28,181 ,Attacking Midfield,Belgium,right
66,261504,aleix-garcia,1997-06-28,173 ,Central Midfield,Spain U21,right
67,35518,david-silva,1986-01-08,170 ,Attacking Midfield,Spain,left
68,229695,bersant-celina,1996-09-09,181 ,Attacking Midfield,Kosovo,right
69,18935,samir-nasri,1987-06-26,177 ,Attacking Midfield,France,right
70,134425,raheem-sterling,1994-12-08,170 ,Left Winger,England,right
71,277118,manu-garcia,1998-01-02,169 ,Attacking Midfield,Spain,right
72,225452,patrick-roberts,1997-02-05,167 ,Right Winger,England U20,left
73,214927,brandon-barker,1996-10-04,180 ,Left Winger,England U20,right
74,81808,wilfried-bony,1988-12-10,183 ,Centre-Forward,Ivory Coast,right
75,26399,sergio-aguero,1988-06-02,173 ,Centre-Forward,Argentina,right
76,295330,kelechi-iheanacho,1996-10-03,185 ,Centre-Forward,Nigeria,left
77,272624,david-faupala,1997-02-11,185 ,Centre-Forward,France U18,right
78,5658,petr-cech,1982-05-20,196 ,Goalkeeper,Czechia,left
79,73396,david-ospina,1988-08-31,183 ,Goalkeeper,Colombia,right
80,220491,matt-macey,1994-09-09,201 ,Goalkeeper,,right
81,111873,emiliano-martinez,1992-09-02,195 ,Goalkeeper,Argentina,right
82,149498,gabriel-paulista,1990-11-26,187 ,Centre-Back,Brazil,right
83,76277,laurent-koscielny,1985-09-10,186 ,Centre-Back,France,right
84,6710,per-mertesacker,1984-09-29,200 ,Centre-Back,Germany,right
85,215118,calum-chambers,1995-01-20,182 ,Centre-Back,England,right
86,27306,mathieu-debuchy,1985-07-28,177 ,Centre-Back,France,right
87,43003,nacho-monreal,1986-02-26,179 ,Left-Back,Spain,left
88,44792,kieran-gibbs,1989-09-26,181 ,Left-Back,England,left
89,191217,hector-bellerin,1995-03-19,178 ,Right-Back,Spain,right
90,126321,carl-jenkinson,1992-02-08,185 ,Right-Back,England,right
91,17396,mathieu-flamini,1984-03-07,178 ,Defensive Midfield,France,right
92,74869,francis-coquelin,1991-05-13,177 ,Defensive Midfield,France U21,right
93,160438,mohamed-elneny,1992-07-11,179 ,Defensive Midfield,Egypt,right
94,206225,isaac-hayden,1995-03-22,187 ,Defensive Midfield,England U21,right
95,351816,ismael-bennacer,1997-12-01,175 ,Defensive Midfield,Algeria,left
96,287247,krystian-bielik,1998-01-04,189 ,Defensive Midfield,Poland,right
97,242632,glen-kamara,1995-10-28,183 ,Defensive Midfield,Finland,right
98,314384,ben-sheaf,1998-02-05,185 ,Defensive Midfield,England U18,right
99,15799,santi-cazorla,1984-12-13,168 ,Central Midfield,Spain,both
100,50057,aaron-ramsey,1990-12-26,178 ,Central Midfield,Wales,right
101,74223,jack-wilshere,1992-01-01,172 ,Central Midfield,England,left
102,35664,mesut-ozil,1988-10-15,180 ,Attacking Midfield,Germany,left
103,143424,alex-oxlade-chamberlain,1993-08-15,175 ,Central Midfield,England,right
104,7451,mikel-arteta,1982-03-26,177 ,Central Midfield,Spain U21,right
105,132,tomas-rosicky,1980-10-04,179 ,Attacking Midfield,Czechia,both
106,242631,alex-iwobi,1996-05-03,183 ,Attacking Midfield,Nigeria,right
107,193593,jon-toral,1995-02-05,184 ,Attacking Midfield,Spain U17,left
108,326300,jeff-reine-adelaide,1998-01-17,184 ,Attacking Midfield,France U21,right
109,159471,serge-gnabry,1995-07-14,176 ,Right Winger,Germany,right
110,314341,chris-willock,1998-01-31,178 ,Left Winger,England U20,right
111,131248,joel-campbell,1992-06-26,178 ,Right Winger,Costa Rica,left
112,121990,wellington-silva,1993-01-06,170 ,Right Winger,Brazil U17,right
113,33713,theo-walcott,1989-03-16,175 ,Right Winger,England,both
114,197642,chuba-akpom,1995-10-09,186 ,Centre-Forward,England U21,right
115,127194,yaya-sanogo,1993-01-27,194 ,Centre-Forward,France U21,right
116,40433,alexis-sanchez,1988-12-19,169 ,Centre-Forward,Chile,right
117,67063,danny-welbeck,1990-11-26,185 ,Centre-Forward,England,right
118,82442,olivier-giroud,1986-09-30,192 ,Centre-Forward,France,left
119,59377,david-de-gea,1990-11-07,189 ,Goalkeeper,Spain,right
120,30690,sergio-romero,1987-02-22,192 ,Goalkeeper,Argentina,right
121,7589,victor-valdes,1982-01-14,183 ,Goalkeeper,Spain,right
122,110864,sam-johnstone,1993-03-25,193 ,Goalkeeper,England,right
123,192611,joel-pereira,1996-06-28,189 ,Goalkeeper,Portugal U21,right
124,258919,dean-henderson,1997-03-12,188 ,Goalkeeper,England,right
125,103427,chris-smalling,1989-11-22,194 ,Centre-Back,England,right
126,93176,marcos-rojo,1990-03-20,186 ,Centre-Back,Argentina,left
127,117996,phil-jones,1992-02-21,185 ,Centre-Back,England,right
128,314388,ro-shaun-williams,1998-09-03,184 ,Centre-Back,Grenada,right
129,342046,axel-tuanzebe,1997-11-14,185 ,Centre-Back,England U21,right
130,167268,paddy-mcnair,1995-04-27,183 ,Centre-Back,N. Ireland,right
131,134414,tyler-blackett,1994-04-02,183 ,Left-Back,England U21,left
132,183288,luke-shaw,1995-07-12,178 ,Left-Back,England,left
133,12282,daley-blind,1990-03-09,180 ,Left-Back,Netherlands,left
134,258879,cameron-borthwick-jackson,1997-02-02,189 ,Left-Back,England U20,left
135,54906,matteo-darmian,1989-12-02,183 ,Right-Back,Italy,right
136,14086,ashley-young,1985-07-09,175 ,Right-Back,England,both
137,179451,donald-love,1994-12-02,178 ,Right-Back,Scotland U21,right
138,33544,antonio-valencia,1985-08-04,180 ,Right-Back,Ecuador,right
139,188862,guillermo-varela,1993-03-24,173 ,Right-Back,Uruguay,right
140,315131,timothy-fosu-mensah,1998-01-02,185 ,Right-Back,Netherlands,right
141,340194,regan-poole,1998-06-18,180 ,Right-Back,Wales U21,right
142,99343,ander-herrera,1989-08-14,182 ,Central Midfield,Spain,right
143,39679,marouane-fellaini,1987-11-22,194 ,Central Midfield,Belgium,right
144,387036,joe-riley,1996-12-06,176 ,Defensive Midfield,,right
145,3878,michael-carrick,1981-07-28,189 ,Defensive Midfield,England,right
146,56818,morgan-schneiderlin,1989-11-08,186 ,Defensive Midfield,France,right
147,2514,bastian-schweinsteiger,1984-08-01,N/A,Central Midfield,Germany,N/A
148,183293,joe-rothwell,1995-01-11,185 ,Central Midfield,England U20,right
149,251058,james-weir,1995-08-04,177 ,Central Midfield,England U19,right
150,289843,sean-goss,1995-10-01,179 ,Central Midfield,N. Ireland,left
151,44068,juan-mata,1988-04-28,170 ,Attacking Midfield,Spain,left
152,134424,nick-powell,1994-03-23,183 ,Attacking Midfield,England U21,both
153,141660,jesse-lingard,1992-12-15,174 ,Attacking Midfield,England,right
154,258923,marcus-rashford,1997-10-31,185 ,Left Winger,England,right
155,203394,andreas-pereira,1996-01-01,178 ,Attacking Midfield,Brazil,right
156,177847,adnan-januzaj,1995-02-05,186 ,Right Winger,Belgium,left
157,182877,anthony-martial,1995-12-05,181 ,Centre-Forward,France,right
158,167850,memphis-depay,1994-02-13,178 ,Centre-Forward,Netherlands,right
159,3332,wayne-rooney,1985-10-24,176 ,Centre-Forward,England,right
160,50935,chicharito,1988-06-01,175 ,Centre-Forward,Mexico,right
161,118535,will-keane,1993-01-11,188 ,Centre-Forward,Ireland,right
162,214104,james-wilson,1995-12-01,183 ,Centre-Forward,England U21,left
163,203026,danny-ward,1993-06-22,191 ,Goalkeeper,Wales,right
164,55247,adam-bogdan,1987-09-27,194 ,Goalkeeper,Hungary,right
165,50219,simon-mignolet,1988-03-06,193 ,Goalkeeper,Belgium,right
166,193861,ryan-fulton,1996-05-23,191 ,Goalkeeper,Scotland U21,right
167,243591,lawrence-vigouroux,1993-11-19,194 ,Goalkeeper,Chile,right
168,37838,dejan-lovren,1989-07-05,188 ,Centre-Back,Croatia,right
169,47713,mamadou-sakho,1990-02-13,187 ,Centre-Back,France,left
170,24180,martin-skrtel,1984-12-15,191 ,Centre-Back,Slovakia,right
171,121280,steven-caulker,1991-12-29,191 ,Centre-Back,Sierra Leone,right
172,177859,tiago-ilori,1993-02-26,190 ,Centre-Back,Portugal U21,right
173,3202,kolo-toure,1981-03-19,178 ,Centre-Back,Ivory Coast,right
174,256178,joe-gomez,1997-05-23,188 ,Centre-Back,England,right
175,35571,jose-enrique,1986-01-23,184 ,Left-Back,Spain U21,left
176,207917,alberto-moreno,1992-07-05,171 ,Left-Back,Spain,left
177,264193,dan-cleary,1996-03-09,182 ,Centre-Back,Ireland U21,right
178,175745,brad-smith,1994-04-09,177 ,Left-Back,Australia,left
179,293784,conor-masterson,1998-09-08,185 ,Centre-Back,Ireland U21,right
180,145922,jon-flanagan,1993-01-01,181 ,Right-Back,England,right
181,263556,joe-maguire,1996-01-18,179 ,Left-Back,,left
182,85177,nathaniel-clyne,1991-04-05,175 ,Right-Back,England,right
183,128912,andre-wisdom,1993-05-09,186 ,Right-Back,England U21,right
184,262545,connor-randall,1995-10-21,180 ,Right-Back,,right
185,119296,emre-can,1994-01-12,186 ,Defensive Midfield,Germany,right
186,258924,jordan-rossiter,1997-03-24,178 ,Defensive Midfield,England U20,right
187,41414,lucas-leiva,1987-01-09,179 ,Defensive Midfield,Brazil,right
188,200782,kevin-stewart,1993-09-07,182 ,Defensive Midfield,Jamaica, 
189,61651,jordan-henderson,1990-06-17,187 ,Central Midfield,England,right
190,242273,pedro-chirivella,1997-05-23,178 ,Defensive Midfield,Spain U17,right
191,51452,joe-allen,1990-03-14,170 ,Central Midfield,Wales,right
192,3333,james-milner,1986-01-04,175 ,Central Midfield,England,right
193,261357,cameron-brannagan,1996-05-09,180 ,Central Midfield,England U20,right
194,43530,adam-lallana,1988-05-10,172 ,Attacking Midfield,England,both
195,132214,joao-carlos-teixeira,1993-01-18,177 ,Attacking Midfield,Portugal U21,right
196,80444,philippe-coutinho,1992-06-12,172 ,Left Winger,Brazil,right
197,251845,sergi-canos,1997-02-02,177 ,Right Winger,Spain U19,right
198,236510,sheyi-ojo,1997-06-19,179 ,Right Winger,England U21,left
199,279457,ryan-kent,1996-11-11,176 ,Left Winger,England U20,right
200,131789,roberto-firmino,1991-10-02,181 ,Centre-Forward,Brazil,right
201,195652,jordon-ibe,1995-12-08,176 ,Right Winger,England U21,right
202,50201,christian-benteke,1990-12-03,190 ,Centre-Forward,Belgium,right
203,47082,daniel-sturridge,1989-09-01,182 ,Centre-Forward,England,left
204,17965,hugo-lloris,1986-12-26,188 ,Goalkeeper,France,left
205,236513,jerome-sinclair,1996-09-20,181 ,Centre-Forward,England U17,right
206,134294,danny-ings,1992-07-23,177 ,Centre-Forward,England,right
207,148368,divock-origi,1995-04-18,189 ,Centre-Forward,Belgium,right
208,26276,michel-vorm,1983-10-20,183 ,Goalkeeper,Netherlands,right
209,42710,toby-alderweireld,1989-03-02,187 ,Centre-Back,Belgium,right
210,43250,jan-vertonghen,1987-04-24,189 ,Centre-Back,Belgium,left
211,183301,luke-mcgee,1995-09-02,193 ,Goalkeeper,England U17,right
212,175722,eric-dier,1994-01-15,188 ,Centre-Back,England,right
213,45314,federico-fazio,1987-03-17,195 ,Centre-Back,Argentina,right
214,341049,cameron-carter-vickers,1997-12-31,183 ,Centre-Back,USA,right
215,122675,kevin-wimmer,1992-11-15,187 ,Centre-Back,Austria,left
216,192765,ben-davies,1993-04-24,181 ,Left-Back,Wales,left
217,50174,danny-rose,1990-07-02,173 ,Left-Back,England,left
218,95424,kyle-walker,1990-05-28,183 ,Right-Back,England,right
219,95810,kieran-trippier,1990-09-19,173 ,Right-Back,England,right
220,255916,deandre-yedlin,1993-07-09,173 ,Right-Back,USA,right
221,69633,christian-eriksen,1992-02-14,182 ,Central Midfield,Denmark,right
222,249126,harry-winks,1996-02-02,178 ,Defensive Midfield,England,right
223,341051,kyle-walker-peters,1997-04-13,173 ,Right-Back,England,right
224,245537,nabil-bentaleb,1994-11-24,187 ,Central Midfield,Algeria,left
225,19368,mousa-dembele,1987-07-16,185 ,Central Midfield,Belgium,left
226,121279,tom-carroll,1992-05-28,177 ,Central Midfield,England U21,left
227,283655,grant-ward,1994-12-05,178 ,Right Midfield,,right
228,61834,ryan-mason,1991-06-13,175 ,Central Midfield,England,right
229,243589,josh-onomah,1997-04-27,185 ,Central Midfield,England U21,right
230,207929,dele-alli,1996-04-11,188 ,Attacking Midfield,England,right
231,200777,alex-pritchard,1993-05-03,168 ,Attacking Midfield,England U21,right
232,59631,nacer-chadli,1989-08-02,187 ,Left Winger,Belgium,right
233,91845,heung-min-son,1992-07-08,184 ,Left Winger,South Korea,both
234,241119,clinton-njie,1993-08-15,175 ,Right Winger,Cameroon,right
235,61842,andros-townsend,1991-07-16,181 ,Right Winger,England,left
236,111630,erik-lamela,1992-03-04,184 ,Right Winger,Argentina,left
237,132098,harry-kane,1993-07-28,188 ,Centre-Forward,England,right
238,101118,joel-robles,1990-06-17,197 ,Goalkeeper,Spain U23,right
239,242089,jindrich-stanek,1996-04-27,192 ,Goalkeeper,Czechia,right
240,4267,tim-howard,1979-03-06,191 ,Goalkeeper,USA,right
241,11111,ramiro-funes-mori,1991-03-05,187 ,Centre-Back,Argentina,left
242,13520,phil-jagielka,1982-08-17,180 ,Centre-Back,England,right
243,186590,john-stones,1994-05-28,188 ,Centre-Back,England,right
244,348623,mason-holgate,1996-10-22,187 ,Centre-Back,England U21,right
245,156934,tyias-browning,1994-05-27,187 ,Centre-Back,China,right
246,13507,leighton-baines,1984-12-11,170 ,Left-Back,England,left
247,220755,matthew-pennington,1994-10-06,185 ,Centre-Back,England U19,right
248,124983,bryan-oviedo,1990-02-18,172 ,Left-Back,Costa Rica,left
249,110860,luke-garbutt,1993-05-21,180 ,Left-Back,England U21,left
250,208244,brendan-galloway,1996-03-17,186 ,Left-Back,Zimbabwe,left
251,68390,seamus-coleman,1988-10-11,177 ,Right-Back,Ireland,right
252,3614,tony-hibbert,1981-02-20,173 ,Right-Back,England U21,right
253,52432,felipe-mattioni,1988-10-15,177 ,Right-Back,,right
254,258883,jonjoe-kenny,1997-03-15,176 ,Right-Back,England U21,right
255,93905,muhamed-besic,1992-09-10,180 ,Defensive Midfield,Bosnia,right
256,131978,ross-barkley,1993-12-05,189 ,Central Midfield,England,right
257,3291,gareth-barry,1981-02-23,184 ,Defensive Midfield,England,left
258,308632,callum-connolly,1997-09-23,183 ,Defensive Midfield,England U21,right
259,73484,tom-cleverley,1989-08-12,175 ,Central Midfield,England,right
260,45333,james-mccarthy,1990-11-12,180 ,Central Midfield,Ireland,right
261,42413,darron-gibson,1987-10-25,183 ,Central Midfield,Ireland,right
262,3620,leon-osman,1981-05-17,173 ,Central Midfield,England,right
263,218355,conor-grant,1995-04-18,176 ,Central Midfield,England U18,left
264,4321,steven-pienaar,1982-03-17,170 ,Left Midfield,South Africa,both
265,314210,tom-davies,1998-06-30,180 ,Central Midfield,England U21,right
266,258916,kieran-dowell,1997-10-10,183 ,Attacking Midfield,England U21,left
267,33639,kevin-mirallas,1987-10-05,182 ,Attacking Midfield,Belgium,right
268,21333,aiden-mcgeady,1986-04-04,180 ,Left Winger,Ireland,both
269,14221,aaron-lennon,1987-04-16,165 ,Right Winger,England,right
270,12763,steven-naismith,1986-09-14,178 ,Second Striker,Scotland,right
271,209781,oumar-niasse,1990-04-18,182 ,Centre-Forward,Senegal,right
272,96341,romelu-lukaku,1993-05-13,191 ,Centre-Forward,Belgium,left
273,8552,arouna-kone,1983-11-11,181 ,Centre-Forward,Ivory Coast,right
274,129476,gerard-deulofeu,1994-03-13,177 ,Centre-Forward,Spain,right
275,238988,leandro-rodriguez,1992-11-19,179 ,Centre-Forward,,right
276,52570,fraser-forster,1988-03-17,201 ,Goalkeeper,England,right
277,121260,conor-mcaleny,1992-08-12,178 ,Centre-Forward,,right
278,4311,maarten-stekelenburg,1982-09-22,197 ,Goalkeeper,Netherlands,right
279,195488,paulo-gazzaniga,1992-01-02,195 ,Goalkeeper,Argentina,right
280,121280,steven-caulker,1991-12-29,191 ,Centre-Back,Sierra Leone,right
281,139208,virgil-van-dijk,1991-07-08,193 ,Centre-Back,Netherlands,right
282,13640,kelvin-davis,1976-09-29,185 ,Goalkeeper,,right
283,33829,jose-fonte,1983-12-22,187 ,Centre-Back,Portugal,right
284,57423,florin-gardos,1988-10-29,193 ,Centre-Back,Romania,right
285,81789,maya-yoshida,1988-08-24,189 ,Centre-Back,Japan,right
286,163744,jack-stephens,1994-01-27,185 ,Centre-Back,England U21,right
287,91251,cuco-martina,1989-09-25,185 ,Centre-Back,Curaçao,right
288,226978,jordan-turnbull,1994-10-30,185 ,Centre-Back,England U20,left
289,250478,matt-targett,1995-09-18,183 ,Left-Back,England U21,left
290,226968,sam-mcqueen,1995-02-06,181 ,Left-Back,England U21,left
291,40611,ryan-bertrand,1989-08-05,179 ,Left-Back,England,left
292,112988,cedric-soares,1991-08-31,171 ,Right-Back,Portugal,right
293,227185,jason-mccarthy,1995-11-07,186 ,Right-Back,,right
294,77760,victor-wanyama,1991-06-25,184 ,Defensive Midfield,Kenya,right
295,104223,jordy-clasie,1991-06-27,169 ,Defensive Midfield,Netherlands,right
296,66100,oriol-romeu,1991-09-24,183 ,Defensive Midfield,Spain U23,right
297,123742,gaston-ramirez,1990-12-02,183 ,Attacking Midfield,Uruguay,left
298,181579,james-ward-prowse,1994-11-01,177 ,Central Midfield,England,right
299,226973,harrison-reed,1995-01-27,181 ,Central Midfield,England U20,right
300,28973,steven-davis,1985-01-01,172 ,Central Midfield,N. Ireland,right
301,200512,sadio-mane,1992-04-10,174 ,Left Winger,Senegal,right
302,36139,dusan-tadic,1988-11-20,181 ,Left Winger,Serbia,left
303,126737,juanmi,1993-05-20,172 ,Left Winger,Spain,right
304,226965,lloyd-isgrove,1993-01-12,178 ,Right Winger,Wales,right
305,53360,jay-rodriguez,1989-07-29,185 ,Centre-Forward,England,right
306,129627,charlie-austin,1989-07-05,188 ,Centre-Forward,England,right
307,29594,graziano-pelle,1985-07-15,194 ,Centre-Forward,Italy,right
308,356569,olufela-olomola,1997-09-05,170 ,Centre-Forward,,right
309,227183,sam-gallagher,1995-09-15,193 ,Centre-Forward,England U20,right
310,37304,shane-long,1987-01-22,180 ,Centre-Forward,Ireland,both
311,247647,ryan-seager,1996-02-05,176 ,Centre-Forward,England U20,right
312,71271,adrian,1987-01-03,190 ,Goalkeeper,Spain,right
313,51321,darren-randolph,1987-05-12,187 ,Goalkeeper,Ireland,right
314,258023,sam-howes,1997-11-10,190 ,Goalkeeper,England C,right
315,37526,winston-reid,1988-07-03,191 ,Centre-Back,New Zealand,right
316,111428,raphael-spiegel,1992-12-19,197 ,Goalkeeper,Switzerland U21,right
317,48002,angelo-ogbonna,1988-05-23,191 ,Centre-Back,Italy,left
318,12691,james-collins,1983-08-23,188 ,Centre-Back,Wales,right
319,61592,james-tomkins,1989-03-29,192 ,Centre-Back,England U21,right
320,314295,reece-oxford,1998-12-16,190 ,Centre-Back,England U20,right
321,264220,reece-burke,1996-09-02,189 ,Centre-Back,England U20,right
322,157907,doneil-henry,1993-04-20,188 ,Centre-Back,Canada,right
323,339789,josh-pask,1997-11-01,187 ,Centre-Back,,right
324,242646,nathan-mavila,1995-10-15,175 ,Left-Back,,left
325,242652,lewis-page,1996-05-20,178 ,Left-Back,,left
326,126321,carl-jenkinson,1992-02-08,185 ,Right-Back,England,right
327,34672,joey-obrien,1986-02-17,180 ,Right-Back,Ireland,right
328,236953,sam-byram,1993-09-16,183 ,Right-Back,England U20,right
329,258311,sam-westley,1994-02-04,182 ,Right-Back,,right
330,291171,kyle-knoyle,1996-09-24,173 ,Right-Back,England U18,right
331,66934,cheikhou-kouyate,1989-12-21,189 ,Defensive Midfield,Senegal,right
332,345960,alex-pike,1997-02-08,180 ,Right-Back,,right
333,27394,alex-song,1987-09-09,185 ,Defensive Midfield,Cameroon,right
334,242648,amos-nasha,1995-09-04,,Defensive Midfield,, 
335,101213,pedro-obiang,1992-03-27,186 ,Central Midfield,Equat. Guinea,right
336,292734,george-dobson,1997-11-15,185 ,Defensive Midfield,,right
337,31835,mark-noble,1987-05-08,180 ,Central Midfield,England U21,right
338,183286,diego-poyet,1995-04-08,180 ,Central Midfield,Uruguay U20,right
339,242606,josh-cullen,1996-04-07,175 ,Central Midfield,Ireland,right
340,39883,morgan-amalfitano,1985-03-20,178 ,Right Midfield,France,right
341,37647,dimitri-payet,1987-03-29,175 ,Attacking Midfield,France,right
342,59866,victor-moses,1990-12-12,177 ,Right Midfield,Nigeria,right
343,3950,kevin-nolan,1982-06-24,183 ,Attacking Midfield,England U21,right
344,135853,manuel-lanzini,1993-02-15,167 ,Attacking Midfield,Argentina,right
345,391470,marcus-browne,1997-12-18,178 ,Attacking Midfield,,right
346,229826,elliot-lee,1994-12-16,180 ,Attacking Midfield,,right
347,15921,matt-jarvis,1986-05-22,173 ,Left Winger,England, 
348,234807,martin-samuelsen,1997-04-17,189 ,Left Winger,Norway,right
349,345961,djair-parfitt-williams,1996-10-01,172 ,Left Winger,Bermuda,right
350,48066,andy-carroll,1989-01-06,193 ,Centre-Forward,England,left
351,104124,michail-antonio,1990-03-28,180 ,Centre-Forward,Jamaica,right
352,139503,enner-valencia,1989-11-04,177 ,Centre-Forward,Ecuador,right
353,120610,diafra-sakho,1989-12-24,184 ,Centre-Forward,Senegal,right
354,120630,emmanuel-emenike,1987-05-10,182 ,Centre-Forward,Nigeria,right
355,26456,mauro-zarate,1987-03-18,175 ,Centre-Forward,Argentina U20,right
356,46831,modibo-maiga,1987-09-03,185 ,Centre-Forward,Mali,left
357,242603,jordan-brown,1996-11-10,185 ,Centre-Forward,England U17,right
358,25742,nikica-jelavic,1985-08-27,188 ,Centre-Forward,Croatia,both
359,33027,tim-krul,1988-04-03,193 ,Goalkeeper,Netherlands,left
360,99397,karl-darlow,1990-10-08,190 ,Goalkeeper,,right
361,39037,rob-elliot,1986-04-30,190 ,Goalkeeper,Ireland,left
362,60744,daryl-janmaat,1989-07-22,185 ,Centre-Back,Netherlands,right
363,203348,chancel-mbemba,1994-08-08,182 ,Centre-Back,DR Congo,right
364,226049,freddie-woodman,1997-03-04,188 ,Goalkeeper,England U21,right
365,183318,jamaal-lascelles,1993-11-11,188 ,Centre-Back,England U21,right
366,6150,fabricio-coloccini,1982-01-22,184 ,Centre-Back,Argentina,right
367,10642,mike-williamson,1983-11-08,194 ,Centre-Back,,right
368,17273,steven-taylor,1986-01-23,186 ,Centre-Back,England,right
369,179471,curtis-good,1993-03-23,187 ,Centre-Back,Australia,left
370,170929,massadio-haidara,1992-12-02,179 ,Left-Back,Mali,left
371,170321,paul-dummett,1991-09-26,183 ,Left-Back,Wales,left
372,250431,jamie-sterry,1995-11-21,180 ,Right-Back,,right
373,183321,kevin-mbabu,1995-04-19,184 ,Right-Back,Switzerland,right
374,312553,liam-gibson,1997-04-25,,Left-Back,, 
375,61644,jack-colback,1989-10-24,177 ,Defensive Midfield,England,left
