player_id,player_name,birthdate,height,main_position,national_team,foot
18935.0,Samir Nasri,6/26/1987,177.0,Attacking Midfield,France,right
35518.0,David Silva,1/8/1986,170.0,Attacking Midfield,Spain,left
277118.0,Manu Garcia,1/2/1998,169.0,Attacking Midfield,Spain,right
229695.0,Bersant Celina,9/9/1996,181.0,Attacking Midfield,Kosovo,right
134425.0,Raheem Sterling,12/8/1994,170.0,Left Winger,England,right
225452.0,Patrick Roberts,2/5/1997,167.0,Right Winger,England U20,left
26399.0,Sergio Aguero,6/2/1988,173.0,Centre-Forward,Argentina,right
214927.0,Brandon Barker,10/4/1996,180.0,Left Winger,England U20,right
81808.0,Wilfried Bony,12/10/1988,183.0,Centre-Forward,Ivory Coast,right
295330.0,Kelechi Iheanacho,10/3/1996,185.0,Centre-Forward,Nigeria,left
272624.0,David Faupala,2/11/1997,185.0,Centre-Forward,France U18,right
76277.0,Laurent Koscielny,9/10/1985,186.0,Centre-Back,France,right
111873.0,Emiliano Martinez,9/2/1992,195.0,Goalkeeper,Argentina,right
5658.0,Petr Cech,5/20/1982,196.0,Goalkeeper,Czechia,left
73396.0,David Ospina,8/31/1988,183.0,Goalkeeper,Colombia,right
215118.0,Calum Chambers,1/20/1995,182.0,Centre-Back,England,right
6710.0,Per Mertesacker,9/29/1984,200.0,Centre-Back,Germany,right
220491.0,Matt Macey,9/9/1994,201.0,Goalkeeper,,right
43003.0,Nacho Monreal,2/26/1986,179.0,Left-Back,Spain,left
149498.0,Gabriel Paulista,11/26/1990,187.0,Centre-Back,Brazil,right
44792.0,Kieran Gibbs,9/26/1989,181.0,Left-Back,England,left
27306.0,Mathieu Debuchy,7/28/1985,177.0,Centre-Back,France,right
191217.0,Hector Bellerin,3/19/1995,178.0,Right-Back,Spain,right
74869.0,Francis Coquelin,5/13/1991,177.0,Defensive Midfield,France U21,right
17396.0,Mathieu Flamini,3/7/1984,178.0,Defensive Midfield,France,right
126321.0,Carl Jenkinson,2/8/1992,185.0,Right-Back,England,right
160438.0,Mohamed Elneny,7/11/1992,179.0,Defensive Midfield,Egypt,right
351816.0,Ismael Bennacer,12/1/1997,175.0,Defensive Midfield,Algeria,left
242632.0,Glen Kamara,10/28/1995,183.0,Defensive Midfield,Finland,right
206225.0,Isaac Hayden,3/22/1995,187.0,Defensive Midfield,England U21,right
287247.0,Krystian Bielik,1/4/1998,189.0,Defensive Midfield,Poland,right
74223.0,Jack Wilshere,1/1/1992,172.0,Central Midfield,England,left
314384.0,Ben Sheaf,2/5/1998,185.0,Defensive Midfield,England U18,right
50057.0,Aaron Ramsey,12/26/1990,178.0,Central Midfield,Wales,right
7451.0,Mikel Arteta,3/26/1982,177.0,Central Midfield,Spain U21,right
15799.0,Santi Cazorla,12/13/1984,168.0,Central Midfield,Spain,both
143424.0,Alex Oxlade Chamberlain,8/15/1993,175.0,Central Midfield,England,right
35664.0,Mesut Ozil,10/15/1988,180.0,Attacking Midfield,Germany,left
193593.0,Jon Toral,2/5/1995,184.0,Attacking Midfield,Spain U17,left
132.0,Tomas Rosicky,10/4/1980,179.0,Attacking Midfield,Czechia,both
242631.0,Alex Iwobi,5/3/1996,183.0,Attacking Midfield,Nigeria,right
326300.0,Jeff Reine Adelaide,1/17/1998,184.0,Attacking Midfield,France U21,right
121990.0,Wellington Silva,1/6/1993,170.0,Right Winger,Brazil U17,right
314341.0,Chris Willock,1/31/1998,178.0,Left Winger,England U20,right
33713.0,Theo Walcott,3/16/1989,175.0,Right Winger,England,both
82442.0,Olivier Giroud,9/30/1986,192.0,Centre-Forward,France,left
131248.0,Joel Campbell,6/26/1992,178.0,Right Winger,Costa Rica,left
67063.0,Danny Welbeck,11/26/1990,185.0,Centre-Forward,England,right
159471.0,Serge Gnabry,7/14/1995,176.0,Right Winger,Germany,right
40433.0,Alexis Sanchez,12/19/1988,169.0,Centre-Forward,Chile,right
127194.0,Yaya Sanogo,1/27/1993,194.0,Centre-Forward,France U21,right
197642.0,Chuba Akpom,10/9/1995,186.0,Centre-Forward,England U21,right
7589.0,Victor Valdes,1/14/1982,183.0,Goalkeeper,Spain,right
110864.0,Sam Johnstone,3/25/1993,193.0,Goalkeeper,England,right
59377.0,David De Gea,11/7/1990,189.0,Goalkeeper,Spain,right
192611.0,Joel Pereira,6/28/1996,189.0,Goalkeeper,Portugal U21,right
30690.0,Sergio Romero,2/22/1987,192.0,Goalkeeper,Argentina,right
258919.0,Dean Henderson,3/12/1997,188.0,Goalkeeper,England,right
93176.0,Marcos Rojo,3/20/1990,186.0,Centre-Back,Argentina,left
103427.0,Chris Smalling,11/22/1989,194.0,Centre-Back,England,right
117996.0,Phil Jones,2/21/1992,185.0,Centre-Back,England,right
167268.0,Paddy Mcnair,4/27/1995,183.0,Centre-Back,N. Ireland,right
314388.0,Ro Shaun Williams,9/3/1998,184.0,Centre-Back,Grenada,right
12282.0,Daley Blind,3/9/1990,180.0,Left-Back,Netherlands,left
54906.0,Matteo Darmian,12/2/1989,183.0,Right-Back,Italy,right
342046.0,Axel Tuanzebe,11/14/1997,185.0,Centre-Back,England U21,right
258879.0,Cameron Borthwick Jackson,2/2/1997,189.0,Left-Back,England U20,left
183288.0,Luke Shaw,7/12/1995,178.0,Left-Back,England,left
134414.0,Tyler Blackett,4/2/1994,183.0,Left-Back,England U21,left
14086.0,Ashley Young,7/9/1985,175.0,Right-Back,England,both
33544.0,Antonio Valencia,8/4/1985,180.0,Right-Back,Ecuador,right
188862.0,Guillermo Varela,3/24/1993,173.0,Right-Back,Uruguay,right
179451.0,Donald Love,12/2/1994,178.0,Right-Back,Scotland U21,right
56818.0,Morgan Schneiderlin,11/8/1989,186.0,Defensive Midfield,France,right
387036.0,Joe Riley,12/6/1996,176.0,Defensive Midfield,,right
3878.0,Michael Carrick,7/28/1981,189.0,Defensive Midfield,England,right
340194.0,Regan Poole,6/18/1998,180.0,Right-Back,Wales U21,right
315131.0,Timothy Fosu Mensah,1/2/1998,185.0,Right-Back,Netherlands,right
99343.0,Ander Herrera,8/14/1989,182.0,Central Midfield,Spain,right
2514.0,Bastian Schweinsteiger,8/1/1984,,Central Midfield,Germany,
183293.0,Joe Rothwell,1/11/1995,185.0,Central Midfield,England U20,right
251058.0,James Weir,8/4/1995,177.0,Central Midfield,England U19,right
39679.0,Marouane Fellaini,11/22/1987,194.0,Central Midfield,Belgium,right
258923.0,Marcus Rashford,10/31/1997,185.0,Left Winger,England,right
289843.0,Sean Goss,10/1/1995,179.0,Central Midfield,N. Ireland,left
141660.0,Jesse Lingard,12/15/1992,174.0,Attacking Midfield,England,right
44068.0,Juan Mata,4/28/1988,170.0,Attacking Midfield,Spain,left
134424.0,Nick Powell,3/23/1994,183.0,Attacking Midfield,England U21,both
203394.0,Andreas Pereira,1/1/1996,178.0,Attacking Midfield,Brazil,right
177847.0,Adnan Januzaj,2/5/1995,186.0,Right Winger,Belgium,left
50935.0,Chicharito,6/1/1988,175.0,Centre-Forward,Mexico,right
118535.0,Will Keane,1/11/1993,188.0,Centre-Forward,Ireland,right
3332.0,Wayne Rooney,10/24/1985,176.0,Centre-Forward,England,right
182877.0,Anthony Martial,12/5/1995,181.0,Centre-Forward,France,right
50219.0,Simon Mignolet,3/6/1988,193.0,Goalkeeper,Belgium,right
167850.0,Memphis Depay,2/13/1994,178.0,Centre-Forward,Netherlands,right
214104.0,James Wilson,12/1/1995,183.0,Centre-Forward,England U21,left
203026.0,Danny Ward,6/22/1993,191.0,Goalkeeper,Wales,right
55247.0,Adam Bogdan,9/27/1987,194.0,Goalkeeper,Hungary,right
243591.0,Lawrence Vigouroux,11/19/1993,194.0,Goalkeeper,Chile,right
37838.0,Dejan Lovren,7/5/1989,188.0,Centre-Back,Croatia,right
193861.0,Ryan Fulton,5/23/1996,191.0,Goalkeeper,Scotland U21,right
47713.0,Mamadou Sakho,2/13/1990,187.0,Centre-Back,France,left
24180.0,Martin Skrtel,12/15/1984,191.0,Centre-Back,Slovakia,right
256178.0,Joe Gomez,5/23/1997,188.0,Centre-Back,England,right
121280.0,Steven Caulker,12/29/1991,191.0,Centre-Back,Sierra Leone,right
264193.0,Dan Cleary,3/9/1996,182.0,Centre-Back,Ireland U21,right
3202.0,Kolo Toure,3/19/1981,178.0,Centre-Back,Ivory Coast,right
207917.0,Alberto Moreno,7/5/1992,171.0,Left-Back,Spain,left
293784.0,Conor Masterson,9/8/1998,185.0,Centre-Back,Ireland U21,right
85177.0,Nathaniel Clyne,4/5/1991,175.0,Right-Back,England,right
35571.0,Jose Enrique,1/23/1986,184.0,Left-Back,Spain U21,left
175745.0,Brad Smith,4/9/1994,177.0,Left-Back,Australia,left
145922.0,Jon Flanagan,1/1/1993,181.0,Right-Back,England,right
119296.0,Emre Can,1/12/1994,186.0,Defensive Midfield,Germany,right
128912.0,Andre Wisdom,5/9/1993,186.0,Right-Back,England U21,right
41414.0,Lucas Leiva,1/9/1987,179.0,Defensive Midfield,Brazil,right
262545.0,Connor Randall,10/21/1995,180.0,Right-Back,,right
258924.0,Jordan Rossiter,3/24/1997,178.0,Defensive Midfield,England U20,right
43530.0,Adam Lallana,5/10/1988,172.0,Attacking Midfield,England,both
242273.0,Pedro Chirivella,5/23/1997,178.0,Defensive Midfield,Spain U17,right
61651.0,Jordan Henderson,6/17/1990,187.0,Central Midfield,England,right
132214.0,Joao Carlos Teixeira,1/18/1993,177.0,Attacking Midfield,Portugal U21,right
261357.0,Cameron Brannagan,5/9/1996,180.0,Central Midfield,England U20,right
200782.0,Kevin Stewart,9/7/1993,182.0,Defensive Midfield,Jamaica, 
3333.0,James Milner,1/4/1986,175.0,Central Midfield,England,right
51452.0,Joe Allen,3/14/1990,170.0,Central Midfield,Wales,right
80444.0,Philippe Coutinho,6/12/1992,172.0,Left Winger,Brazil,right
236510.0,Sheyi Ojo,6/19/1997,179.0,Right Winger,England U21,left
195652.0,Jordon Ibe,12/8/1995,176.0,Right Winger,England U21,right
251845.0,Sergi Canos,2/2/1997,177.0,Right Winger,Spain U19,right
279457.0,Ryan Kent,11/11/1996,176.0,Left Winger,England U20,right
148368.0,Divock Origi,4/18/1995,189.0,Centre-Forward,Belgium,right
134294.0,Danny Ings,7/23/1992,177.0,Centre-Forward,England,right
50201.0,Christian Benteke,12/3/1990,190.0,Centre-Forward,Belgium,right
236513.0,Jerome Sinclair,9/20/1996,181.0,Centre-Forward,England U17,right
131789.0,Roberto Firmino,10/2/1991,181.0,Centre-Forward,Brazil,right
17965.0,Hugo Lloris,12/26/1986,188.0,Goalkeeper,France,left
47082.0,Daniel Sturridge,9/1/1989,182.0,Centre-Forward,England,left
42710.0,Toby Alderweireld,3/2/1989,187.0,Centre-Back,Belgium,right
183301.0,Luke Mcgee,9/2/1995,193.0,Goalkeeper,England U17,right
26276.0,Michel Vorm,10/20/1983,183.0,Goalkeeper,Netherlands,right
43250.0,Jan Vertonghen,4/24/1987,189.0,Centre-Back,Belgium,left
175722.0,Eric Dier,1/15/1994,188.0,Centre-Back,England,right
122675.0,Kevin Wimmer,11/15/1992,187.0,Centre-Back,Austria,left
45314.0,Federico Fazio,3/17/1987,195.0,Centre-Back,Argentina,right
95424.0,Kyle Walker,5/28/1990,183.0,Right-Back,England,right
50174.0,Danny Rose,7/2/1990,173.0,Left-Back,England,left
341049.0,Cameron Carter Vickers,12/31/1997,183.0,Centre-Back,USA,right
95810.0,Kieran Trippier,9/19/1990,173.0,Right-Back,England,right
255916.0,Deandre Yedlin,7/9/1993,173.0,Right-Back,USA,right
192765.0,Ben Davies,4/24/1993,181.0,Left-Back,Wales,left
249126.0,Harry Winks,2/2/1996,178.0,Defensive Midfield,England,right
341051.0,Kyle Walker Peters,4/13/1997,173.0,Right-Back,England,right
69633.0,Christian Eriksen,2/14/1992,182.0,Central Midfield,Denmark,right
121279.0,Tom Carroll,5/28/1992,177.0,Central Midfield,England U21,left
245537.0,Nabil Bentaleb,11/24/1994,187.0,Central Midfield,Algeria,left
283655.0,Grant Ward,12/5/1994,178.0,Right Midfield,,right
19368.0,Mousa Dembele,7/16/1987,185.0,Central Midfield,Belgium,left
61834.0,Ryan Mason,6/13/1991,175.0,Central Midfield,England,right
207929.0,Dele Alli,4/11/1996,188.0,Attacking Midfield,England,right
243589.0,Josh Onomah,4/27/1997,185.0,Central Midfield,England U21,right
200777.0,Alex Pritchard,5/3/1993,168.0,Attacking Midfield,England U21,right
91845.0,Heung Min Son,7/8/1992,184.0,Left Winger,South Korea,both
61842.0,Andros Townsend,7/16/1991,181.0,Right Winger,England,left
132098.0,Harry Kane,7/28/1993,188.0,Centre-Forward,England,right
241119.0,Clinton Njie,8/15/1993,175.0,Right Winger,Cameroon,right
111630.0,Erik Lamela,3/4/1992,184.0,Right Winger,Argentina,left
101118.0,Joel Robles,6/17/1990,197.0,Goalkeeper,Spain U23,right
59631.0,Nacer Chadli,8/2/1989,187.0,Left Winger,Belgium,right
4267.0,Tim Howard,3/6/1979,191.0,Goalkeeper,USA,right
186590.0,John Stones,5/28/1994,188.0,Centre-Back,England,right
348623.0,Mason Holgate,10/22/1996,187.0,Centre-Back,England U21,right
156934.0,Tyias Browning,5/27/1994,187.0,Centre-Back,China,right
242089.0,Jindrich Stanek,4/27/1996,192.0,Goalkeeper,Czechia,right
13520.0,Phil Jagielka,8/17/1982,180.0,Centre-Back,England,right
11111.0,Ramiro Funes Mori,3/5/1991,187.0,Centre-Back,Argentina,left
220755.0,Matthew Pennington,10/6/1994,185.0,Centre-Back,England U19,right
208244.0,Brendan Galloway,3/17/1996,186.0,Left-Back,Zimbabwe,left
124983.0,Bryan Oviedo,2/18/1990,172.0,Left-Back,Costa Rica,left
13507.0,Leighton Baines,12/11/1984,170.0,Left-Back,England,left
110860.0,Luke Garbutt,5/21/1993,180.0,Left-Back,England U21,left
3614.0,Tony Hibbert,2/20/1981,173.0,Right-Back,England U21,right
93905.0,Muhamed Besic,9/10/1992,180.0,Defensive Midfield,Bosnia,right
52432.0,Felipe Mattioni,10/15/1988,177.0,Right-Back,,right
258883.0,Jonjoe Kenny,3/15/1997,176.0,Right-Back,England U21,right
68390.0,Seamus Coleman,10/11/1988,177.0,Right-Back,Ireland,right
308632.0,Callum Connolly,9/23/1997,183.0,Defensive Midfield,England U21,right
131978.0,Ross Barkley,12/5/1993,189.0,Central Midfield,England,right
3291.0,Gareth Barry,2/23/1981,184.0,Defensive Midfield,England,left
73484.0,Tom Cleverley,8/12/1989,175.0,Central Midfield,England,right
3620.0,Leon Osman,5/17/1981,173.0,Central Midfield,England,right
258916.0,Kieran Dowell,10/10/1997,183.0,Attacking Midfield,England U21,left
42413.0,Darron Gibson,10/25/1987,183.0,Central Midfield,Ireland,right
45333.0,James Mccarthy,11/12/1990,180.0,Central Midfield,Ireland,right
4321.0,Steven Pienaar,3/17/1982,170.0,Left Midfield,South Africa,both
21333.0,Aiden Mcgeady,4/4/1986,180.0,Left Winger,Ireland,both
12763.0,Steven Naismith,9/14/1986,178.0,Second Striker,Scotland,right
218355.0,Conor Grant,4/18/1995,176.0,Central Midfield,England U18,left
33639.0,Kevin Mirallas,10/5/1987,182.0,Attacking Midfield,Belgium,right
14221.0,Aaron Lennon,4/16/1987,165.0,Right Winger,England,right
314210.0,Tom Davies,6/30/1998,180.0,Central Midfield,England U21,right
96341.0,Romelu Lukaku,5/13/1993,191.0,Centre-Forward,Belgium,left
209781.0,Oumar Niasse,4/18/1990,182.0,Centre-Forward,Senegal,right
121260.0,Conor Mcaleny,8/12/1992,178.0,Centre-Forward,,right
238988.0,Leandro Rodriguez,11/19/1992,179.0,Centre-Forward,,right
8552.0,Arouna Kone,11/11/1983,181.0,Centre-Forward,Ivory Coast,right
129476.0,Gerard Deulofeu,3/13/1994,177.0,Centre-Forward,Spain,right
4311.0,Maarten Stekelenburg,9/22/1982,197.0,Goalkeeper,Netherlands,right
52570.0,Fraser Forster,3/17/1988,201.0,Goalkeeper,England,right
195488.0,Paulo Gazzaniga,1/2/1992,195.0,Goalkeeper,Argentina,right
139208.0,Virgil Van Dijk,7/8/1991,193.0,Centre-Back,Netherlands,right
13640.0,Kelvin Davis,9/29/1976,185.0,Goalkeeper,,right
33829.0,Jose Fonte,12/22/1983,187.0,Centre-Back,Portugal,right
57423.0,Florin Gardos,10/29/1988,193.0,Centre-Back,Romania,right
163744.0,Jack Stephens,1/27/1994,185.0,Centre-Back,England U21,right
81789.0,Maya Yoshida,8/24/1988,189.0,Centre-Back,Japan,right
226978.0,Jordan Turnbull,10/30/1994,185.0,Centre-Back,England U20,left
91251.0,Cuco Martina,9/25/1989,185.0,Centre-Back,Curaçao,right
250478.0,Matt Targett,9/18/1995,183.0,Left-Back,England U21,left
227185.0,Jason Mccarthy,11/7/1995,186.0,Right-Back,,right
112988.0,Cedric Soares,8/31/1991,171.0,Right-Back,Portugal,right
226968.0,Sam Mcqueen,2/6/1995,181.0,Left-Back,England U21,left
40611.0,Ryan Bertrand,8/5/1989,179.0,Left-Back,England,left
77760.0,Victor Wanyama,6/25/1991,184.0,Defensive Midfield,Kenya,right
66100.0,Oriol Romeu,9/24/1991,183.0,Defensive Midfield,Spain U23,right
181579.0,James Ward Prowse,11/1/1994,177.0,Central Midfield,England,right
104223.0,Jordy Clasie,6/27/1991,169.0,Defensive Midfield,Netherlands,right
200512.0,Sadio Mane,4/10/1992,174.0,Left Winger,Senegal,right
123742.0,Gaston Ramirez,12/2/1990,183.0,Attacking Midfield,Uruguay,left
28973.0,Steven Davis,1/1/1985,172.0,Central Midfield,N. Ireland,right
226973.0,Harrison Reed,1/27/1995,181.0,Central Midfield,England U20,right
36139.0,Dusan Tadic,11/20/1988,181.0,Left Winger,Serbia,left
126737.0,Juanmi,5/20/1993,172.0,Left Winger,Spain,right
226965.0,Lloyd Isgrove,1/12/1993,178.0,Right Winger,Wales,right
53360.0,Jay Rodriguez,7/29/1989,185.0,Centre-Forward,England,right
17273.0,Steven Taylor,1/23/1986,186.0,Centre-Back,England,right
183318.0,Jamaal Lascelles,11/11/1993,188.0,Centre-Back,England U21,right
170929.0,Massadio Haidara,12/2/1992,179.0,Left-Back,Mali,left
179471.0,Curtis Good,3/23/1993,187.0,Centre-Back,Australia,left
60744.0,Daryl Janmaat,7/22/1989,185.0,Centre-Back,Netherlands,right
312553.0,Liam Gibson,4/25/1997,,Left-Back,, 
10642.0,Mike Williamson,11/8/1983,194.0,Centre-Back,,right
170321.0,Paul Dummett,9/26/1991,183.0,Left-Back,Wales,left
183321.0,Kevin Mbabu,4/19/1995,184.0,Right-Back,Switzerland,right
250431.0,Jamie Sterry,11/21/1995,180.0,Right-Back,,right
49499.0,Georginio Wijnaldum,11/11/1990,175.0,Central Midfield,Netherlands,right
30670.0,Vurnon Anita,4/4/1989,169.0,Defensive Midfield,Curaçao,right
312533.0,Callum Williams,2/4/1997,180.0,Right-Back,,right
61644.0,Jack Colback,10/24/1989,177.0,Defensive Midfield,England,left
33478.0,Cheik Tiote,6/21/1986,180.0,Defensive Midfield,Ivory Coast,right
46001.0,Moussa Sissoko,8/16/1989,187.0,Central Midfield,France,right
158697.0,Gael Bigirimana,10/22/1993,175.0,Central Midfield,Burundi,right
256773.0,Dan Barlaser,1/18/1997,184.0,Central Midfield,England U18,right
71292.0,Jonjo Shelvey,2/27/1992,184.0,Central Midfield,England,right
92381.0,Sammy Ameobi,5/1/1992,190.0,Left Winger,England U21,left
45509.0,Siem De Jong,1/28/1989,185.0,Attacking Midfield,Netherlands,right
39909.0,Sylvain Marveaux,4/15/1986,172.0,Attacking Midfield,France U21,left
51540.0,Henri Saivet,10/26/1990,175.0,Attacking Midfield,Senegal,right
258188.0,Rolando Aarons,11/16/1995,178.0,Left Winger,Jamaica,left
184892.0,Florian Thauvin,1/26/1993,181.0,Right Winger,France,left
43261.0,Gabriel Obertan,2/26/1989,186.0,Right Winger,France U21,right
23825.0,Yoan Gouffran,5/25/1986,175.0,Left Winger,France,right
246968.0,Ayoze Perez,7/29/1993,178.0,Second Striker,Spain U21,right
51152.0,Aleksandar Mitrovi%C4%87,9/16/1994,189.0,Centre-Forward,Serbia,right
76560.0,Haris Vuckic,8/21/1992,186.0,Second Striker,Slovenia,left
75287.0,Seydou Doumbia,12/31/1987,179.0,Centre-Forward,Ivory Coast,both
61637.0,Emmanuel Riviere,3/3/1990,182.0,Centre-Forward,Martinique,right
250426.0,Adam Armstrong,2/10/1997,173.0,Centre-Forward,England U21,right
33952.0,Papiss Cisse,6/3/1985,180.0,Centre-Forward,Senegal,right
16911.0,Kasper Schmeichel,11/5/1986,189.0,Goalkeeper,Denmark,right
3357.0,Mark Schwarzer,10/6/1972,,Goalkeeper,Australia,
251664.0,Ivan Toney,3/16/1996,185.0,Centre-Forward,England,right
67283.0,Ben Hamer,11/20/1987,193.0,Goalkeeper,,right
2998.0,Robert Huth,8/18/1984,191.0,Centre-Back,Germany,
214056.0,Daniel Amartey,12/21/1994,186.0,Centre-Back,Ghana,right
257293.0,Jonny Maddison,9/4/1994,183.0,Goalkeeper,, 
10003.0,Wes Morgan,1/21/1984,185.0,Centre-Back,Jamaica,right
50477.0,Yohan Benalouane,3/28/1987,185.0,Centre-Back,Tunisia,right
128906.0,Liam Moore,1/31/1993,185.0,Centre-Back,Jamaica,right
3296.0,Paul Konchesky,5/15/1981,178.0,Left-Back,England,left
16947.0,Marcin Wasilewski,6/9/1980,186.0,Centre-Back,Poland,right
55687.0,Ritchie De Laet,11/28/1988,184.0,Right-Back,Belgium,right
225083.0,Ngolo Kante,3/29/1991,171.0,Defensive Midfield,France,right
19041.0,Gokhan Inler,6/27/1984,183.0,Defensive Midfield,Switzerland,both
73491.0,Danny Drinkwater,3/5/1990,178.0,Central Midfield,England,right
37442.0,Danny Simpson,1/4/1987,176.0,Right-Back,,right
33065.0,Dean Hammond,3/7/1983,182.0,Central Midfield,,right
56872.0,Andy King,10/29/1988,184.0,Central Midfield,Wales,right
157506.0,Jeffrey Schlupp,12/23/1992,178.0,Left Midfield,Ghana,left
73522.0,Matty James,7/22/1991,181.0,Central Midfield,England U20,right
61560.0,Marc Albrighton,11/18/1989,175.0,Right Midfield,England U21,right
229970.0,Tom Lawrence,1/13/1994,175.0,Left Winger,Wales,right
383152.0,Andre Olukanmi,12/1/1997,,Left Winger,, 
171424.0,Riyad Mahrez,2/21/1991,179.0,Right Winger,Algeria,left
292417.0,Demarai Gray,6/28/1996,183.0,Left Winger,England,right
261738.0,Joseph Dodoo,6/29/1995,186.0,Left Winger,England U18,right
197838.0,Jamie Vardy,1/11/1987,179.0,Centre-Forward,England,right
79642.0,Shinji Okazaki,4/16/1986,175.0,Centre-Forward,Japan,right
251914.0,Jacob Blyth,8/14/1992,191.0,Centre-Forward,,right
37011.0,Nathan Dyer,11/29/1987,165.0,Right Winger,,right
